TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud
11791,2234,50,Male,Professional,High School,Married,2,85506.26,32330.46,6751.59,2023-12-20,04:47:28,39.71,M002,Purchase,Perth,Desktop,-25.042261,117.793221,debralara@gmail.com,False,54,1
11814,1515,38,Male,Retired,High School,Single,0,87983.99,55242.4,2616.23,2023-09-08,23:59:59,366.16,M008,Withdrawal,Hobart,iphone 15,-20.917574,142.702789,markwilliams@gmail.com,False,46,1
3811,2020,41,Female,Professional,High School,Married,3,83177.87,27412.41,3562.87,2023-05-31,02:15:18,338.95,M005,Purchase,Brisbane,Desktop,-31.840233,145.612793,monica81@gmail.com,False,76,1
14197,962,44,Male,Professional,Bachelor,Married,3,62461.87,25284.24,7453.33,2023-08-13,18/58/54,34.26,M004,Withdrawal,Darwin,Mobile,-20.917574,142.702789,casey98@gmail.com,False,91,1
17108,1993,27,Male,Unemployed,High School,Married,1,62940.39,61059.11,14279.17,2023-11-04,14/23/43,139.48,M001,Purchase,Sydney,Desktop,-41.640079,146.315918,cassandrathompson@gmail.com,False,105,0
3450,1253,20000,man,Professional,High School,Single,0,57500.19,42178.25,1151.67,2023-12-28,10:08:26,313.4,M006,Purchase,Perth,Mobile,-31.840233,145.612793,whitebrandon@securemail.com,False,80,0
4591,904,36,Female,Professional,PhD,Single,0,78426.76,61325.81,10610.3,2023-10-19,15:08:31,266.15,M003,Purchase,Canberra,Mobile,-20.917574,142.702789,charlesprice@securemail.com,False,10,0
7352,3613,24,Male,Unemployed,High School,Widowed,2,72453.72,40632.88,6238.75,2023-05-29,12:34:39,231.72,M005,Transfer,Sydney,Mobile,-37.0201,144.9646,pamela16@gmail.com,False,89,0
205,3362,34000,Male,Student,High School,Single,4,80334.77,35611.5,1016.71,2023-12-09,15:04:40,48.84,M004,Transfer,Darwin,mob,-37.0201,144.9646,wgreen@gmail.com,False,54,0
13722,1857,18,Female,Student,High School,Single,2,75319.88,34645.48,4745.06,2023-10-20,00:00:00,1175.13,M006,Withdrawal,Canberra,Mobile,-37.0201,144.9646,ramirezjodi@gmail.com,False,22,1
9327,942,46,Male,Professional,High School,Single,3,72913.39,31327.5,2345.29,2023-09-10,05:25:11,285.35,M007,Transfer,Perth,galaxys7,-37.0201,144.9646,dschwartz@gmail.com,True,7,1
6680,2484,27000,Male,Professional,High School,Single,2,33098.95,16785.9,1720.14,2023-12-25,08:48:23,470.66,M002,Purchase,Brisbane,Desktop,-31.840233,145.612793,gregory19@disposable.com,False,15,0
13156,1727,41,Female,Retired,Bachelor,Single,4,50319.74,39800.27,6076.67,2023-07-02,10:50:09 AM,51.9,M004,Purchase,Hobart,android,-25.042261,117.793221,thomas91@securemail.com,True,102,0
2749,165,45,man,Professional,Bachelor,Single,4,62310.6,29948.41,2128.77,2023-03-04,10:20:43,697.57,M008,Payment,Melbourne,Mobile,-37.0201,144.9646,myersdeanna@gmail.com,False,79,0
11805,875,33,Male,Professional,High School,Widowed,0,77182.21,53174.44,627.59,2023-09-19,08:08:41,1335.41,M001,Withdrawal,Darwin,Mobile,-31.840233,145.612793,xhuber@gmail.com,False,16,1
8497,2005,19,Female,Unemployed,High School,Married,0,68162.38,22163.26,6295.86,2023-01-12,10:46:10,42.0,M003,Withdrawal,Perth,Mobile,-37.0201,144.9646,angela34@gmail.com,True,3,1
1849,2348,34,Male,Student,High School,Married,4,146124.81,90879.87,525.65,2023-12-16,03:35:01,319.69,M008,Transfer,Darwin,android,-37.0201,144.9646,reginaldtate@tempmail.com,False,42,1
14910,1954,21,woman,Professional,High School,Single,4,83289.53,157624.2,3425.11,2023-04-19,16:15:29,971.06,M001,Withdrawal,Hobart,Mobile,-37.0201,144.9646,courtneymoore@gmail.com,False,85,1
6028,2706,36,Male,Professional,Bachelor,Married,1,100917.82,32778.02,6190.67,2023-07-09,09/27/15,131.81,M001,Purchase,Sydney,Desktop,-31.840233,145.612793,schultzjessica@yahoo.com,True,92,0
10180,3933,48,Male,Professional,Master,Single,2,70352.26,37105.47,3090.31,2023-11-22,04:52:49 AM,3329.03,M006,Purchase,Adelaide,Tablet,-20.917574,142.702789,jill76@gmail.com,False,102,1
3240,1954,21,Female,Professional,High School,Single,4,83289.53,63302.89,1746.81,2023-12-05,17:10:59,183.01,M008,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,courtneymoore@gmail.com,False,85,0
10990,4169,23,Female,Professional,Master,Married,4,111423.55,55883.15,1820.43,2023-04-18,04:45:25,117.56,M003,Withdrawal,Sydney,galaxys7,-37.0201,144.9646,mark81@outlook.com,True,52,1
12707,2994,-47,Male,Unemployed,High School,Married,2,34835.89,23380.75,1652.62,2023-07-18,19:14:10,88.67,M002,Payment,Melbourne,Mobile,-25.042261,117.793221,sydneygrant@gmail.com,False,42,0
13822,1649,50,fem,Student,High School,Married,2,74343.94,44684.52,244.93,2023-12-16,07:13:08,1977.58,M006,Withdrawal,Melbourne,galaxys7,-30.000233,136.209152,tammybarnes@tempmail.com,False,88,0
16307,4538,27,Male,Student,High School,Single,4,148637.76,207114.49,11002.33,2023-05-28,06:26:06,674.01,M007,Withdrawal,Brisbane,Mobile,-37.0201,144.9646,virginia30@outlook.com,True,110,1
3109,4789,35000,Male,Professional,Master,Single,1,22673.24,15656.77,1029.4,2023-08-19,17:34:48,116.11,M006,Purchase,Hobart,Mobile,-31.840233,145.612793,jhernandez@gmail.com,False,89,0
13131,1907,18,Female,Professional,High School,Married,0,38816.8,23582.61,1896.93,2023-12-13,03:40:45,244.09,M006,Purchase,Canberra,Mobile,-37.0201,144.9646,hendricksapril@outlook.com,True,70,1
12251,225,30,Female,Student,Bachelor,Married,4,37780.78,12961.9,992.86,2023-11-29,13:06:20,54.5,M007,Purchase,Darwin,Mobile,-20.917574,142.702789,christopherbartlett@outlook.com,False,9,0
10179,3122,-43,Female,Student,Bachelor,Single,4,53064.8,24295.44,1185.82,2023-05-24,10:38:30,39.37,M002,Transfer,melbourne,Tablet,-25.042261,117.793221,bwright@gmail.com,False,33,0
5934,4688,43,Female,Professional,Bachelor,Divorced,1,47763.59,27697.67,1134.43,2023-03-02,01:31:08,18.13,M002,Purchase,Adelaide,android,-37.0201,144.9646,angela43@tempmail.com,False,2,1
16577,4435,42,Female,Professional,Master,Single,3,38125.77,74192.46,637.26,2023-12-28,15/44/37,853.23,M006,Payment,Canberra,Mobile,-37.0201,144.9646,hrich@gmail.com,False,15,0
5810,2291,49,Female,Professional,Bachelor,Married,2,43631.69,33339.83,4013.72,2023-06-08,12:22:04,236.88,M005,Purchase,Canberra,Mobile,-20.917574,142.702789,hcarter@gmail.com,True,117,0
8575,4507,36,Male,Professional,Bachelor,Single,2,72929.84,47950.55,4462.54,2023-11-26,10:32:37,35.87,M004,Transfer,Hobart,Mobile,-31.840233,145.612793,timothy33@securemail.com,False,14,0
5634,1912,42,Male,Unemployed,Bachelor,Married,1,55070.51,43004.72,530.73,2023-09-17,22:01:53,193.89,M004,Purchase,Sydney,galaxys7,-37.0201,144.9646,alexandra02@yahoo.com,False,86,0
4307,4298,32,Female,Professional,Bachelor,Married,2,49122.36,28131.85,381.39,2023-07-13,05:10:58 AM,186.21,M002,Purchase,Melbourne,Desktop,-20.917574,142.702789,chambersmandy@yahoo.com,False,95,0
11580,3814,30,Female,Unemployed,High School,Married,4,102161.33,40688.48,4208.09,2023-07-17,18:07:34,694.61,M002,Payment,Darwin,Mobile,-19.491411,132.550964,christopher05@gmail.com,True,54,0
3156,4490,31000,Male,Professional,High School,Single,1,35870.23,24383.93,3542.51,2023-12-16,05:35:41 AM,421.74,M003,Purchase,Canberra,Mobile,-25.042261,117.793221,kevinfrost@securemail.com,True,40,1
14245,2593,43,fem,Student,High School,Single,0,103354.49,36573.31,3409.03,2023-04-02,07:59:48 PM,82.49,M004,Payment,Brisbane,Mobile,-41.640079,146.315918,angelica95@gmail.com,True,9,0
13926,1697,30,Female,Professional,High School,Married,3,78335.64,30772.15,1707.53,2023-12-01,04:37:17 AM,36.89,M006,Purchase,Canberra,Mobile,-31.840233,145.612793,qschneider@gmail.com,True,86,1
6534,4560,35,Male,Professional,High School,Married,2,30346.34,10179.69,1293.83,2023-10-12,15:05:52,260.95,M002,Purchase,Darwin,Mobile,-25.042261,117.793221,xrobles@gmail.com,False,102,0
10919,3735,37,Male,Retired,Bachelor,Single,4,43412.22,18908.6,379.23,2023-05-20,15:02:11,43.87,M002,Purchase,Brisbane,Mobile,-37.0201,144.9646,mooretara@outlook.com,True,77,0
17516,4687,18,Female,Student,High School,Married,1,104414.84,83691.79,6274.73,2023-10-06,03:37:48,16.29,M002,Withdrawal,Hobart,iphone 15,-37.0201,144.9646,hannah27@securemail.com,False,47,1
14724,4926,18,Male,Professional,High School,Married,1,81443.28,122315.7,774.1,2023-11-05,05:29:00 PM,38.42,M004,Purchase,Adelaide,Mobile,-31.840233,145.612793,vdominguez@outlook.com,False,30,0
1380,1524,46,he,Professional,High School,Married,1,66871.71,33221.17,2149.61,2023-07-14,04:51:07,18.0,M005,Purchase,Sydney,Mobile,,,elizabethhickman@gmail.com,False,93,1
17035,4629,34,Female,Unemployed,Bachelor,Single,0,76760.11,102571.04,3809.11,2023-01-08,13:59:51,307.64,M002,Purchase,Perth,Mobile,-31.840233,145.612793,ravensmith@gmail.com,False,1,0
8891,4763,27,Male,Professional,Bachelor,Married,3,56640.92,26641.06,1429.79,2023-11-06,18:59:16,3.6,M001,Transfer,Perth,Desktop,-31.840233,145.612793,christy52@tempmail.com,True,67,0
3832,3550,35,Male,Student,High School,Single,0,76740.87,60593.57,3081.28,2023-04-04,05:09:04 AM,134.82,M001,Purchase,Perth,Tablet,-20.917574,142.702789,danielryan@securemail.com,True,4,1
824,4955,31,Male,Professional,High School,Married,3,146593.14,62403.66,442.68,2023-12-16,11:34:11,37.81,M005,Withdrawal,Hobart,Mobile,-20.917574,142.702789,judy58@yahoo.com,False,25,1
4776,1105,36,Male,Professional,Bachelor,Married,1,96451.59,30438.13,4658.27,2023-08-06,09:44:49 AM,141.95,M003,Payment,Adelaide,smartphone,-37.0201,144.9646,rileybenjamin@tempmail.com,True,84,0
7997,1297,26,isnotfemale,Student,PhD,Married,2,71935.46,48233.83,27.14,2023-06-28,20:28:15,50.91,M003,Withdrawal,Melbourne,Tablet,-37.0201,144.9646,pschultz@yahoo.com,False,59,0
4276,4512,46,Male,Student,Bachelor,Single,1,94533.14,52422.93,5972.85,2023-10-11,17:57:04,2250.37,M003,Payment,Perth,Mobile,-37.0201,144.9646,obridges@gmail.com,False,43,0
8445,2428,-37,Female,Retired,High School,Married,3,72971.67,55849.91,277.6,2023-03-01,16/28/36,277.28,M007,Purchase,Darwin,Desktop,-20.917574,142.702789,georgetara@outlook.com,False,96,0
14598,843,45,Male,Student,Master,Divorced,1,48726.04,22650.04,1655.74,2023-03-02,09:43:24,2342.3,M002,Purchase,Perth,Mobile,-37.0201,144.9646,stevenadams@gmail.com,False,67,0
580,1369,-26,Male,Retired,Bachelor,Single,3,79899.49,44135.89,1027.84,2023-11-29,02:52:32,1726.35,M005,Purchase,Brisbane,Mobile,-20.917574,142.702789,hendersondaniel@yahoo.com,True,78,1
15849,698,35,Male,Student,High School,Widowed,4,55141.54,107300.35,10998.36,2023-10-14,00:00:00,64.89,M004,Purchase,Sydney,Desktop,-31.840233,145.612793,ericamelton@yahoo.com,False,107,1
278,4248,38,Male,Unemployed,Master,Married,1,81964.97,46629.7,965.67,2023-12-08,13:10:58,380.6,M002,Withdrawal,Darwin,Mobile,-25.042261,117.793221,xcox@outlook.com,False,75,1
6771,234,32,she,Student,Bachelor,Single,1,101381.56,32544.7,100.11,2023-06-30,02/08/25,682.5,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,marcpadilla@gmail.com,False,35,1
7415,984,18,Female,Student,High School,Divorced,2,42686.38,21476.27,2948.13,2023-11-27,08:38:50,114.5,M001,Transfer,Hobart,Desktop,-37.0201,144.9646,wjohnson@outlook.com,False,115,0
3252,431,29,Female,Student,Bachelor,Widowed,4,74279.65,31333.2,6484.47,2023-08-20,22:06:13,1799.69,M001,Purchase,Sydney,Mobile,-20.917574,142.702789,nbutler@gmail.com,True,40,0
14691,4656,28,isnotfemale,Professional,High School,Widowed,4,32005.95,62289.64,3025.59,2023-10-11,07:12:06,149.03,M007,Withdrawal,Adelaide,Desktop,-37.0201,144.9646,kadams@yahoo.com,True,62,1
10672,4168,49000,Female,Student,Bachelor,Married,1,115382.97,83326.07,2681.93,2023-12-27,09:36:39,232.87,M007,Purchase,Melbourne,android,-31.840233,145.612793,reedholly@gmail.com,True,37,0
18089,3694,50,Female,Student,Bachelor,Single,3,30766.98,58634.72,1102.97,2023-04-10,20/32/32,501.88,M004,Transfer,Canberra,Desktop,-31.840233,145.612793,erinlopez@outlook.com,True,23,0
289,814,-19,Male,Student,Bachelor,Married,0,25344.37,16787.94,749.43,2023-06-14,18:46:28,65.24,M001,Purchase,Adelaide,Desktop,-37.0201,144.9646,bgiles@gmail.com,False,46,0
14496,2761,37,Female,Student,Master,Married,0,149434.63,70271.68,3751.79,2023-08-01,01:15:01,70.44,M003,Purchase,Canberra,Mobile,-37.0201,144.9646,mwilson@gmail.com,False,110,1
3075,3794,18,Male,Professional,High School,Divorced,1,62474.73,48110.34,1324.05,2023-08-08,06:45:19,392.93,M007,Purchase,Adelaide,Tablet,-25.042261,117.793221,leadam@gmail.com,True,31,0
16529,4075,40,Female,Professional,High School,Single,2,77006.06,99012.04,3470.13,2023-10-16,21:06:29,220.59,M001,Purchase,Hobart,Mobile,-20.917574,142.702789,sheenaduke@gmail.com,False,40,0
16184,603,45,Female,Student,High School,Single,4,89997.9,72644.93,13383.23,2023-06-17,07:35:49 PM,5219.65,M002,Transfer,Perth,Tablet,-31.840233,145.612793,sullivanmichele@gmail.com,False,6,0
14865,3957,43,Male,Professional,High School,Single,1,74089.4,103045.64,4329.01,2023-12-19,10:04:02,59.05,M004,Withdrawal,Adelaide,Mobile,-20.917574,142.702789,alfredmarshall@gmail.com,False,97,1
14300,251,33,Male,Professional,Bachelor,Divorced,0,42296.48,23373.77,2338.57,2023-12-03,09:13:59,125.24,M004,Purchase,Melbourne,Mobile,-37.0201,144.9646,umiller@securemail.com,False,101,0
17030,539,21,Male,Retired,High School,Single,0,31794.69,42112.7,5968.32,2023-10-07,03:41:29,974.62,M001,Payment,Melbourne,Mobile,-25.042261,117.793221,rramirez@yahoo.com,False,45,0
15191,1611,24,he,Professional,High School,Married,3,53924.98,43463.4,5329.8,2023-07-01,20/43/24,200.33,M001,Payment,Canberra,Mobile,-37.0201,144.9646,wellscory@gmail.com,False,87,0
12327,2003,25,Male,Retired,Bachelor,Married,4,118736.0,77845.26,1015.52,2023-10-11,19:08:15,2658.0,M007,Transfer,CBR,Mobile,-31.840233,145.612793,mcleanvictoria@gmail.com,True,66,0
11546,3040,26,Female,Retired,Master,Single,2,73489.04,41542.39,7029.72,2023-12-02,15:56:13,14.66,M008,Withdrawal,Darwin,Desktop,-31.840233,145.612793,kewing@gmail.com,False,117,1
9582,1807,39,she,Professional,Master,Single,2,161505.41,62081.63,6002.42,2023-07-03,12:00:00 AM,419.24,M006,Withdrawal,Adl,Mobile,-31.840233,145.612793,bellaustin@yahoo.com,True,112,1
14208,3162,24,Male,Unemployed,High School,Married,4,65750.9,25345.35,1014.29,2023-09-27,00:58:56,44.07,M007,Purchase,Perth,Tablet,-35.473469,149.012375,rjones@yahoo.com,False,37,1
16327,4224,39,Female,Professional,Bachelor,Married,3,89480.0,91044.31,3320.75,2023-03-12,15:05:03,77.41,M008,Withdrawal,Sydney,Desktop,-31.840233,145.612793,ellisalexis@yahoo.com,False,30,1
16351,3207,42,Male,Professional,High School,Married,1,56576.53,55690.24,708.91,2023-06-11,01:05:04,110.79,M007,Withdrawal,Perth,Tablet,-37.0201,144.9646,cynthia27@tempmail.com,False,106,1
270,1335,36,Male,Professional,High School,Married,4,77443.2,40882.0,7199.04,2023-06-13,00:00:00,268.36,M001,Purchase,Melbourne,Mobile,-20.917574,142.702789,wonglinda@gmail.com,False,6,0
14201,1412,43,Male,Student,Master,Married,0,78122.14,61994.37,2050.14,2023-10-16,03/00/13,30.21,M008,Withdrawal,Brisbane,Mobile,-31.840233,145.612793,diana76@outlook.com,False,45,1
4570,2903,29,Male,Student,High School,Single,1,54680.12,38700.6,5058.42,2023-07-25,02:49:12 PM,40.8,M003,Purchase,Melbourne,Desktop,-31.840233,145.612793,ocox@yahoo.com,False,53,0
11768,4669,52,Female,Retired,Bachelor,Married,4,68166.68,23650.37,2881.94,2023-12-01,01:44:40,412.08,M005,Purchase,Canberra,Tablet,-31.840233,145.612793,david64@gmail.com,False,19,1
11757,2343,40,Male,Professional,High School,Married,2,46636.31,18306.57,1361.46,2023-11-19,00:49:39,179.88,M003,Transfer,MLB,Mobile,-37.0201,144.9646,robertgarrison@yahoo.com,False,71,0
11163,565,48000,Male,Professional,High School,Single,1,71559.05,50399.41,2704.18,2023-09-05,05:34:14,36.29,M003,Transfer,Canberra,Desktop,-31.840233,145.612793,tammystrickland@securemail.com,False,23,1
14625,1861,32,Female,Retired,High School,Single,2,77072.44,94504.19,1734.06,2023-05-08,06:15:49,120.6,M008,Withdrawal,Perth,galaxys7,-37.0201,144.9646,jessemurray@gmail.com,False,20,1
17181,1785,45,Female,Professional,High School,Single,3,62428.15,108942.08,1636.24,2023-06-16,18/01/07,116.76,M008,Payment,Darwin,Mobile,-37.0201,144.9646,bensonwhitney@gmail.com,False,10,0
12399,2599,18,Female,Retired,High School,Divorced,2,126315.56,63817.07,1610.8,2023-10-22,08/04/43,35.7,M004,Payment,Perth,Tablet,-25.042261,117.793221,johnsonnathaniel@gmail.com,True,38,0
11410,4259,20,he,Professional,Bachelor,Married,2,66986.86,51150.35,2878.03,2023-04-22,20:41:12,65.3,M002,Withdrawal,Canberra,galaxys7,-31.840233,145.612793,srichards@tempmail.com,False,12,1
9583,348,37,Female,Professional,Bachelor,Single,0,78057.46,57603.07,6459.99,2023-08-25,03:56:41,479.82,M006,Withdrawal,Melburn,Mobile,-19.491411,132.550964,michael36@gmail.com,False,62,1
6696,2413,49,Female,Unemployed,High School,Married,4,60330.32,26915.43,2718.63,2023-10-29,02:35:58,170.66,M002,Transfer,Canberra,Mobile,-20.917574,142.702789,charles63@securemail.com,True,92,1
12167,3770,36,Male,Professional,Bachelor,Married,2,36483.6,20283.6,817.37,2023-11-06,18:29:49,594.79,M004,Purchase,Hobart,Tablet,-20.917574,142.702789,cookmelanie@gmail.com,False,80,0
4316,2827,29,Male,Professional,Bachelor,Married,2,73938.3,55631.16,911.98,2023-10-15,09:22:17,75.43,M008,Purchase,Brisbane,Mobile,-37.0201,144.9646,mcconnellandrew@outlook.com,False,62,0
3180,4271,33,isnotfemale,Student,High School,Widowed,2,69962.3,39424.3,267.48,2023-08-01,21:26:55,248.28,M008,Withdrawal,Perth,Mobile,-31.840233,145.612793,lbrown@yahoo.com,True,26,1
15909,269,22,Female,Student,High School,Married,3,58423.15,115193.95,1614.83,2023-09-08,04:46:15,46.17,M002,Purchase,Melb,Desktop,-31.840233,145.612793,craig66@yahoo.com,True,24,0
1422,1246,42000,Male,Professional,Master,Married,2,40990.08,24994.57,551.58,2023-12-30,12:59:53,347.15,M001,Transfer,Perth,Mobile,-37.0201,144.9646,briannamyers@gmail.com,False,75,0
8275,4191,39000,Male,Retired,Bachelor,Married,1,68328.2,22178.37,3061.32,2023-12-21,04:11:02,16.61,M003,Purchase,Darwin,Desktop,-31.840233,145.612793,bakeralisha@yahoo.com,False,13,1
9065,493,49,Female,Professional,High School,Married,2,92762.32,54973.11,3188.97,2023-12-13,20:50:21,471.8,M004,Purchase,Brisbane,Mobile,-37.0201,144.9646,carterhannah@gmail.com,False,89,0
11030,2333,37,Female,Professional,High School,Single,2,159837.02,52886.3,3749.24,2023-07-22,20:28:56,113.86,M001,Purchase,Darwin,Desktop,-31.840233,145.612793,anichols@outlook.com,False,104,0
16225,1557,29,Female,Retired,Bachelor,Single,0,43513.26,46068.46,964.53,2023-07-11,01/34/36,64.59,M002,Payment,Perth,Mobile,-37.0201,144.9646,taracarter@yahoo.com,False,23,1
4557,771,44,Female,Professional,Master,Married,2,27984.35,16952.99,2686.48,2023-07-15,15:55:22,260.81,M008,Withdrawal,Perth,Desktop,-37.0201,144.9646,robertkrueger@yahoo.com,False,113,1
12692,1482,-42,Male,Professional,Master,Married,4,37293.59,28801.64,174.19,2023-11-08,08:20:36 PM,161.57,M006,Transfer,Canberra,Desktop,-25.042261,117.793221,jeffreybruce@gmail.com,False,119,0
7812,1821,-44,woman,Professional,Bachelor,Married,0,50322.94,27941.57,3624.71,2023-06-04,08:27:05,49.65,M001,Purchase,Brisbane,Desktop,-20.917574,142.702789,astephens@outlook.com,False,104,0
12839,700,31,Male,Unemployed,High School,Single,2,89264.71,65875.02,1954.4,2023-08-29,02:26:17,500.72,M002,Transfer,Darwin,Tablet,-37.0201,144.9646,sholmes@yahoo.com,False,28,1
6297,713,54,Female,Professional,High School,Single,0,72017.7,37137.42,3911.8,2023-06-13,00:00:00,7.35,M003,Transfer,Hobart,Desktop,-37.0201,144.9646,melanieyates@yahoo.com,True,17,1
18150,219,44,Female,Professional,High School,Married,0,144619.11,253994.57,7528.97,2023-09-16,06:47:25,282.92,M002,Purchase,Hobart,android,-31.840233,145.612793,timothy09@outlook.com,False,8,0
15054,4536,32,Female,Unemployed,Bachelor,Widowed,2,105054.17,110357.82,2445.89,2023-12-14,17:29:53,670.82,M003,Withdrawal,Canberra,Desktop,-37.0201,144.9646,kimberlyshaw@gmail.com,True,99,1
18011,572,40,Female,Student,Bachelor,Single,1,20001.45,20954.0,1343.51,2023-10-16,21:09:15,142.71,M001,Purchase,Adelaide,Mobile,-20.917574,142.702789,klyons@outlook.com,False,38,0
1132,4487,32000,Male,Retired,High School,Married,1,94663.22,49162.72,15510.43,2023-08-05,23/42/03,63.7,M006,Purchase,Darwin,galaxys7,-20.917574,142.702789,michelle84@gmail.com,False,64,0
10642,1170,-47,Male,Professional,Bachelor,Single,1,51260.83,28496.27,4160.11,2023-06-23,09:14:00,44.41,M007,Purchase,Darwin,iphone 15,-30.000233,136.209152,morgan61@gmail.com,False,60,0
12146,1036,31,Female,Student,Master,Married,3,73800.51,33594.27,7286.78,2023-06-22,00:30:29,6.41,M004,Purchase,Canberra,Mobile,-20.917574,142.702789,phayes@outlook.com,True,44,1
10521,1663,18,Female,Student,High School,Single,1,58132.63,32013.3,4989.07,2023-11-19,08:18:07 PM,48.32,M004,Transfer,Canberra,Tablet,-37.0201,144.9646,joneskelly@outlook.com,False,61,0
10827,2259,30,woman,Professional,High School,Married,4,62797.9,43052.8,533.46,2023-12-13,17:13:18,840.94,M005,Payment,Hobart,Mobile,-31.840233,145.612793,andrea00@outlook.com,False,68,0
6242,440,22,man,Professional,Bachelor,Married,1,39971.4,29370.85,1947.67,2023-12-15,17:45:52,3377.91,M002,Purchase,Hobart,Mobile,-37.0201,144.9646,allisonlinda@yahoo.com,True,7,1
17089,878,42,woman,Student,PhD,Married,3,131651.66,156791.04,5386.79,2023-11-03,20:38:05,449.13,M001,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,clarkeian@outlook.com,True,31,1
17541,4720,34,Male,Professional,Bachelor,Single,3,55669.64,56052.94,492.15,2023-08-31,20:01:12,305.68,M007,Transfer,Melbourne,Desktop,-31.840233,145.612793,chelsea66@gmail.com,True,106,0
2871,2191,39000,Female,Professional,Bachelor,Married,1,42626.05,28974.98,5081.61,2023-12-22,12:00:00 AM,587.63,M005,Purchase,Darwin,galaxys7,-19.491411,132.550964,morrisonemily@tempmail.com,True,91,1
12938,4669,52,Female,Retired,Bachelor,Married,4,68166.68,23650.37,2881.94,2023-12-09,05/03/25,75.73,M008,Purchase,Darwin,mob,-31.840233,145.612793,david64@gmail.com,False,19,1
7423,184,33,isnotfemale,Retired,Bachelor,Single,0,40204.27,26717.61,3690.45,2023-12-21,23:59:59,99.17,M008,Purchase,Darwin,Mobile,-31.840233,145.612793,kparker@gmail.com,False,32,0
12996,4252,19,isnotfemale,Student,Bachelor,Married,1,19474.66,11929.99,1222.17,2023-12-26,22/07/02,69.1,M004,Payment,Canberra,Desktop,-30.000233,136.209152,qmartinez@outlook.com,False,6,0
16503,2997,45,Female,Retired,Bachelor,Married,3,58294.62,78865.25,3481.69,2023-12-30,14:45:29,89.76,M008,Transfer,Adelaide,Mobile,-31.840233,145.612793,benjamin39@gmail.com,True,97,0
14972,4634,47,Female,Student,High School,Married,0,123115.91,234821.34,22189.12,2023-07-19,09:43:36,248.26,M007,Purchase,Darwin,smartphone,-20.917574,142.702789,lsmith@gmail.com,False,13,0
10152,4129,40,Male,Student,Master,Married,4,53306.06,38431.7,2437.24,2023-11-17,04:11:23,199.96,M003,Purchase,Sydney,Tablet,-20.917574,142.702789,robert12@outlook.com,False,59,1
14813,3838,31,Male,Professional,Bachelor,Single,4,67362.37,92202.81,1992.43,2023-08-07,16:35:18,267.04,M005,Transfer,Darwin,Mobile,-37.0201,144.9646,james97@outlook.com,True,1,0
10593,4784,42,Male,Professional,High School,Single,1,89398.3,37172.01,5031.7,2023-11-06,13:50:39,123.51,M008,Purchase,Canberra,Mobile,-31.840233,145.612793,phillipbrown@gmail.com,True,116,0
5520,3132,18000,Female,Retired,Bachelor,Married,2,133348.14,57004.69,2771.07,2023-12-11,12:51:08,30.25,M002,Purchase,Canberra,Desktop,-41.640079,146.315918,daniel42@gmail.com,False,36,0
9408,1206,21,Female,Student,Bachelor,Single,0,139276.53,43535.73,2614.4,2023-12-06,19:56:49,208.34,M001,Withdrawal,Sydney,galaxys7,-31.840233,145.612793,patriciacampbell@outlook.com,False,32,1
1913,473,48000,Male,Professional,Master,Single,1,76719.23,38814.64,5282.34,2023-06-29,09:27:00,59.76,M005,Payment,Melbourne,Mobile,-37.0201,144.9646,williamsjared@yahoo.com,False,76,0
14212,114,37,Male,Professional,Bachelor,Single,1,76410.35,56459.62,3666.97,2023-12-16,23:59:59,114.96,M001,Purchase,Adelaide,Mobile,-25.042261,117.793221,ycowan@yahoo.com,True,95,0
15395,4413,18,Male,Professional,High School,Married,3,64230.4,69957.3,4714.81,2023-05-30,02/51/35,5435.71,M004,Purchase,Darwin,Mobile,-31.840233,145.612793,mhughes@gmail.com,True,53,1
9256,3120,-31,Female,Professional,Bachelor,Married,0,78564.55,24115.93,5223.07,2023-08-21,04:18:18,4.66,M007,Withdrawal,Brisbane,Mobile,-37.0201,144.9646,benjamin11@outlook.com,False,18,1
3786,771,44,Female,Professional,Master,Married,2,27984.35,16952.99,2686.48,2023-11-22,12:59:37,228.93,M002,Purchase,Darwin,Tablet,-37.0201,144.9646,robertkrueger@yahoo.com,False,113,0
12602,3819,25,Female,Professional,Bachelor,Married,1,94197.72,48772.43,2087.64,2023-03-04,05:11:43,250.07,M005,Purchase,Sydney,Desktop,-31.840233,145.612793,hollandnatasha@gmail.com,True,57,1
15389,960,35,woman,Professional,High School,Married,4,136278.7,119695.02,9106.34,2023-09-08,23:59:59,325.74,M003,Transfer,Adelaide,Desktop,-20.917574,142.702789,maryhall@gmail.com,False,21,0
15278,2146,39,Male,Professional,High School,Married,2,47215.0,35467.66,3580.65,2023-11-25,12:12:26,158.35,M007,Purchase,Hobart,Mobile,-37.0201,144.9646,stewartmisty@gmail.com,False,105,0
